C.D.S.  -  SIMBAD4 rel 1.8  -  2024.03.27CET20:58:42

coord 14 29 42.9461331854-62 40 46.164680672 (ICRS, J2000, 2000.0), radius: 50 arcmin
-------------------------------------------------------------------------------------

Number of objects : 2680

 #  |dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|----------|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
711 |   1538.02|TYC 9010-128-1                     |*  |14 30 42.4122450360 -63 05 29.487139872|     ~   |12.34    |10.77    |     ~   |     ~   |~              |   0|   0
712 |   1538.78|Gaia DR3 5853544853948354944       |*  |14 31 20.8908102312 -62 17 45.122418528|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
713 |   1538.90|TYC 9010-1258-1                    |** |14 31 20.922936 -62 17 45.10032        |     ~   |12.985   |12.385   |12.362   |     ~   |~              |   0|   0
714 |   1539.11|Gaia DR3 5853544858265690752       |*  |14 31 20.9851655557 -62 17 45.081655281|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
715 |   1539.19|TYC 9010-1204-1                    |*  |14 33 06.9602041512 -62 30 25.748600868|     ~   |11.84    |11.42    |     ~   |     ~   |~              |   0|   0
716 |   1539.24|2MASS J14285700-6215402            |LP?|14 28 56.9974978409 -62 15 40.248468400|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
717 |   1539.40|2MASS J14300387-6306188            |LP?|14 30 03.8760312837 -63 06 18.904117567|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
718 |   1541.09|2MASS J14331877-6234074            |LP?|14 33 18.7724850625 -62 34 07.476711926|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
719 |   1543.51|2MASS J14330314-6252300            |LP?|14 33 03.1451732740 -62 52 29.995308625|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
720 |   1544.69|2MASS J14290189-6215279            |LP?|14 29 01.8796157810 -62 15 27.942513441|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
721 |   1545.07|IRAS 14225-6215                    |FIR|14 26 22.4 -62 29 21                   |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
722 |   1545.82|2MASS J14300029-6215049            |LP?|14 30 00.2940361975 -62 15 05.031492273|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
723 |   1546.39|2MASS J14310739-6216549            |LP?|14 31 07.3942239396 -62 16 54.804590476|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
724 |   1546.73|TYC 9010-3560-1                    |*  |14 32 23.1412430909 -62 22 47.385523303|     ~   |12.09    |11.40    |     ~   |     ~   |~              |   0|   0
725 |   1546.83|2MASS J14283924-6216037            |LP?|14 28 39.2295598116 -62 16 03.737327877|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
726 |   1549.01|2MASS J14312605-6217517            |LP?|14 31 26.0411308840 -62 17 51.693254851|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
727 |   1549.10|2MASS J14275609-6218053            |Mi*|14 27 56.0846055773 -62 18 05.438159233|     ~   |     ~   |     ~   |     ~   |14.475   |~              |   2|   0
728 |   1551.13|2MASS J14323642-6224229            |LP?|14 32 36.4123859561 -62 24 22.962943197|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
729 |   1551.24|2MASS J14331453-6249500            |LP?|14 33 14.5090983145 -62 49 50.029252942|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
730 |   1551.59|TYC 9010-3075-1                    |*  |14 26 10.5646834728 -62 49 35.520191076|     ~   |11.97    |11.50    |     ~   |     ~   |~              |   0|   0
731 |   1551.69|2MASS J14272000-6220509            |Mi*|14 27 20.0056561029 -62 20 50.971511454|     ~   |     ~   |     ~   |     ~   |16.775   |~              |   2|   0
732 |   1553.27|2MASS J14300294-6214590            |LP?|14 30 02.9507699195 -62 14 59.099311624|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
733 |   1555.79|2MASS J14330609-6229335            |LP?|14 33 06.0831111184 -62 29 33.570881513|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
734 |   1556.09|2MASS J14331722-6232408            |LP*|14 33 17.2151631298 -62 32 40.858948060|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
735 |   1556.88|2MASS J14283482-6216026            |Mi*|14 28 34.8134970996 -62 16 02.650789945|     ~   |     ~   |     ~   |     ~   |15.033   |~              |   2|   0
736 |   1559.23|2MASS J14312246-6217277            |LP?|14 31 22.4551156640 -62 17 27.697556527|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
737 |   1559.64|2MASS J14272234-6220275            |LP?|14 27 22.3465869496 -62 20 27.632906079|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
738 |   1560.00|TYC 9010-4024-1                    |*  |14 27 14.9553389760 -62 21 09.679230396|     ~   |11.55    |11.32    |     ~   |     ~   |~              |   1|   0
739 |   1560.61|2MASS J14320892-6220568            |LP?|14 32 08.9203337052 -62 20 56.923696227|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
740 |   1560.79|TYC 9010-2189-1                    |*  |14 26 16.9628230200 -62 51 47.663110440|     ~   |11.59    |10.68    |     ~   |     ~   |~              |   0|   0
741 |   1563.23|IRAS 14247-6202                    |IR |14 28 33.73 -62 15 58.4                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
742 |   1564.00|TYC 9010-2195-1                    |*  |14 30 58.5391964184 -63 05 22.309427220|     ~   |11.94    |10.52    |     ~   |     ~   |~              |   2|   0
743 |   1566.12|2MASS J14321868-6221498            |LP?|14 32 18.6766547380 -62 21 49.922314646|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
744 |   1567.23|TYC 9010-3452-1                    |*  |14 28 11.5464541272 -62 16 52.658654556|     ~   |11.30    |10.95    |     ~   |     ~   |~              |   2|   0
745 |   1567.41|2MASS J14270481-6259393            |LP?|14 27 04.8138512069 -62 59 39.388969677|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
746 |   1572.06|2MASS J14255692-6237134            |LP?|14 25 56.9256697264 -62 37 13.322033175|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
747 |   1572.55|UCAC4 137-117586                   |SB*|14 33 30.8677815961 -62 42 42.191993341|     ~   |     ~   |     ~   |13.761   |     ~   |~              |   0|   0
748 |   1573.38|TYC 9010-3665-1                    |*  |14 33 30.0255784344 -62 43 55.646237640|     ~   |13.18    |11.31    |     ~   |     ~   |~              |   2|   0
749 |   1574.18|AP J14294018-6307003               |LP?|14 29 40.1976226302 -63 07 00.232059834|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
750 |   1574.29|OGLE GD-DSCT-4643                  |dS*|14 32 33.16 -62 23 21.3                |     ~   |     ~   |17.535   |     ~   |15.855   |~              |   1|   0
751 |   1574.42|2MASS J14264361-6224363            |LP?|14 26 43.6099677414 -62 24 36.310167700|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
752 |   1576.57|2MASS J14264357-6257133            |LP?|14 26 43.5711863068 -62 57 13.450742030|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
753 |   1576.94|2MASS J14333036-6244052            |LP?|14 33 30.3815152487 -62 44 05.433557270|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
754 |   1579.18|CPD-61 4576                        |Em*|14 31 14.0323595256 -62 16 38.665926588|     ~   |11.39    |11.36    |     ~   |     ~   |~              |   2|   0
755 |   1579.67|TYC 9010-158-1                     |*  |14 29 29.0527951752 -63 07 02.983461996|     ~   |12.02    |12.18    |     ~   |     ~   |~              |   0|   0
756 |   1580.92|2MASS J14322305-6221584            |LP?|14 32 23.0010958610 -62 21 58.210876614|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
757 |   1581.81|TYC 9010-2377-1                    |*  |14 26 08.2909261824 -62 50 20.661742536|     ~   |12.35    |11.30    |     ~   |     ~   |~              |   0|   0
758 |   1582.20|2MASS J14264593-6224040            |LP?|14 26 45.9314361710 -62 24 04.023717454|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
759 |   1583.35|TYC 9010-1725-1                    |*  |14 30 45.3775461576 -63 06 10.933531164|     ~   |12.61    |11.33    |     ~   |     ~   |~              |   0|   0
760 |   1583.44|IRAS 14290-6241                    |LP*|14 32 57.7916365224 -62 54 56.030956020|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
761 |   1584.76|2MASS J14280590-6216509            |LP?|14 28 05.9192149620 -62 16 51.154397008|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
762 |   1585.24|2MASS J14301295-6214346            |LP?|14 30 12.9482223523 -62 14 34.634552285|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
763 |   1585.92|TYC 9010-2839-1                    |*  |14 31 31.3071496488 -63 04 08.287880700|     ~   |12.82    |12.10    |     ~   |     ~   |~              |   0|   0
764 |   1586.28|2MASS J14314415-6218204            |Mi*|14 31 44.1381577764 -62 18 20.298478628|     ~   |     ~   |     ~   |     ~   |13.761   |~              |   2|   0
765 |   1587.04|TYC 9010-2138-1                    |SB*|14 30 36.9650798856 -62 15 03.957867720|     ~   |12.17    |11.11    |     ~   |     ~   |~              |   0|   0
766 |   1587.05|2MASS J14255767-6235202            |LP?|14 25 57.6740631794 -62 35 20.347166870|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
767 |   1587.70|2MASS J14262775-6255001            |LP*|14 26 27.7434655665 -62 55 00.149435040|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
768 |   1589.58|2MASS J14272972-6219116            |LP?|14 27 29.7260836713 -62 19 11.795704186|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
769 |   1590.20|2MASS J14313602-6303556            |LP?|14 31 36.0313194067 -63 03 55.606078976|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
770 |   1590.29|2MASS J14255197-6241284            |LP?|14 25 51.9843580336 -62 41 28.462759897|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
771 |   1590.58|2MASS J14274501-6218014            |LP?|14 27 45.0073576751 -62 18 01.525593880|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
772 |   1592.45|TYC 9010-2235-1                    |*  |14 31 35.4616605576 -63 04 00.342807564|     ~   |11.67    |11.40    |     ~   |     ~   |~              |   0|   0
773 |   1592.59|TYC 9010-3231-1                    |*  |14 32 06.0180035064 -63 01 42.194018208|     ~   |12.91    |12.93    |     ~   |     ~   |~              |   0|   0
774 |   1592.72|Gaia DR3 5854257685369184640       |LP?|14 25 52.8606055608 -62 38 11.200706112|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
775 |   1592.79|2MASS J14322591-6222014            |LP?|14 32 25.9100292818 -62 22 01.440307678|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
776 |   1593.22|TYC 9010-4092-1                    |*  |14 28 28.1269327944 -62 15 39.751913160|     ~   |12.53    |10.91    |     ~   |     ~   |~              |   2|   0
777 |   1593.53|TYC 9010-3746-1                    |*  |14 30 46.2966998040 -62 15 14.372386992|     ~   |11.96    |11.78    |     ~   |     ~   |~              |   0|   0
778 |   1594.11|TYC 9010-3391-1                    |*  |14 32 47.0296800888 -62 57 00.742428468|     ~   |11.72    |11.54    |     ~   |     ~   |~              |   0|   0
779 |   1595.41|2MASS J14303807-6306365            |LP?|14 30 38.0832315794 -63 06 36.432645043|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
780 |   1596.11|2MASS J14261297-6229391            |*  |14 26 12.9756892369 -62 29 39.128234695|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
781 |   1597.42|Gaia DR2 5853428275707783936       |HS?|14 31 39.7395923016 -63 03 49.509629928|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
782 |   1597.44|2MASS J14284551-6214591            |LP?|14 28 45.5166657896 -62 14 59.156031651|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
783 |   1599.03|TYC 9010-2774-1                    |*  |14 30 39.8270498184 -62 14 56.549391036|     ~   |11.87    |10.80    |     ~   |     ~   |~              |   0|   0
784 |   1599.16|Gaia DR3 5853449613108048384       |RR*|14 32 47.6387444826 -62 57 03.612918110|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
785 |   1602.22|2MASS J14272244-6219331            |LP?|14 27 22.4398606892 -62 19 33.276811168|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
786 |   1603.59|2MASS J14275203-6304190            |LP?|14 27 52.0330341594 -63 04 19.024069626|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
787 |   1604.26|TYC 9010-1757-1                    |*  |14 28 15.1887018624 -63 05 34.025576244|     ~   |11.36    |11.03    |     ~   |     ~   |~              |   0|   0
788 |   1606.46|IRAS 14257-6200                    |Mi*|14 29 34.2782328384 -62 14 00.834953352|     ~   |     ~   |18.924   |     ~   |12.579   |~              |   3|   0
789 |   1606.56|[DHG2018] 348                      |RR*|14 32 24.39 -62 21 31.9                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
790 |   1606.95|IRAS 14264-6200                    |LP*|14 30 16.2111942624 -62 14 15.866926548|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
791 |   1607.70|UCAC4 139-122788                   |SB*|14 29 31.8575282318 -62 14 00.304156276|     ~   |15.742   |13.583   |13.110   |     ~   |~              |   0|   0
792 |   1608.35|2MASS J14260206-6232128            |LP*|14 26 02.0753523893 -62 32 12.833637092|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
793 |   1610.26|2MASS J14262904-6225539            |LP?|14 26 29.0398169632 -62 25 53.995065651|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
794 |   1611.85|HD 127145                          |EB*|14 32 19.0079995992 -63 00 53.143991604|     ~   |8.46     |8.43     |     ~   |     ~   |B9.5IV         |  14|   0
795 |   1614.74|2MASS J14292096-6213585            |LP?|14 29 20.9620371586 -62 13 58.643743945|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
796 |   1615.58|Gaia DR3 5853390651797995904       |LP?|14 27 16.4435278441 -63 01 53.023291928|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
797 |   1616.82|TYC 9010-4292-1                    |*  |14 26 36.7753002240 -62 57 19.495242396|     ~   |13.01    |11.67    |     ~   |     ~   |~              |   0|   0
798 |   1617.94|2MASS J14332215-6250403            |LP?|14 33 22.1488665635 -62 50 40.379061459|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
799 |   1618.24|2MASS J14310845-6215405            |LP?|14 31 08.4399568101 -62 15 40.379165466|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
800 |   1619.41|2MASS J14315917-6302505            |LP*|14 31 59.1678870554 -63 02 50.519716758|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
801 |   1619.53|2MASS J14275249-6216589            |LP?|14 27 52.4925290845 -62 16 58.959763442|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
802 |   1621.55|2MASS J14331645-6229315            |LP?|14 33 16.4584045319 -62 29 31.562732762|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
803 |   1621.89|TYC 9010-1507-1                    |*  |14 28 57.2488507608 -63 07 17.712833484|     ~   |13.05    |12.32    |     ~   |     ~   |~              |   0|   0
804 |   1622.73|2MASS J14315966-6302522            |LP?|14 31 59.6579978227 -63 02 52.229275188|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
805 |   1623.03|2MASS J14322677-6221249            |Mi*|14 32 26.7688225905 -62 21 24.967270497|     ~   |     ~   |     ~   |15.866   |13.166   |~              |   3|   0
806 |   1623.99|2MASS J14285079-6307107            |LP?|14 28 50.7888437485 -63 07 10.561550559|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
